zat_ori;zat_des;distance_m;duration_s;error_api
65;87;7476;1089;
65;120;12428;1769;
65;136;8815;1094;
65;145;6567;788;
65;189;13126;1904;
65;233;9273;1067;
65;251;12033;1681;
65;279;15098;1707;
65;350;17332;1806;
65;473;20681;2294;
65;620;23813;2977;
65;627;24885;3006;
65;753;33479;3955;
66;17;7583;1260;
66;25;4697;832;
66;43;3802;902;
66;48;1056;343;
66;54;5357;956;
66;65;1706;509;
66;95;3198;721;
66;164;9338;1197;
66;468;22953;2974;
66;645;26354;3578;
66;849;8449;1146;
66;997;14991;2089;
67;9;7180;1206;
67;26;4166;756;
67;45;3998;834;
67;48;2018;540;
67;56;5477;1124;
67;64;1113;305;
67;67;0;0;
67;72;3947;751;
67;73;5240;898;
67;75;4689;852;
67;88;3558;595;
67;89;3092;539;
67;92;4357;819;
67;93;3317;737;
67;102;7377;1074;
67;106;6453;1374;
67;145;5777;965;
67;160;15699;2427;
67;172;7360;1086;
67;204;11284;1700;
67;205;10700;1556;
67;245;9171;1307;
67;246;9050;1260;
67;275;10908;1723;
67;276;12381;1988;
67;289;13931;1705;
67;298;14588;1737;
67;327;14700;1859;
67;401;20328;2843;
67;405;22091;3004;
67;406;21862;2935;
67;408;18623;2385;
67;456;17306;2136;
67;526;20438;2731;
67;552;23179;3388;
67;620;23120;3076;
67;631;22394;2899;
67;694;28891;3996;
67;767;31246;4091;
67;838;1969;487;
67;849;6698;900;
67;852;5539;888;
67;992;16334;1901;
67;1070;13259;1962;
67;1857;20057;2181;
67;1919;25479;2408;
67;1927;25235;2325;
68;23;7577;1056;
68;45;4995;932;
68;52;5432;902;
68;107;5623;1094;
68;161;15295;2440;
68;201;12388;1728;
68;298;13653;1656;
68;301;10492;1432;
68;656;24145;3398;
68;753;31820;3816;
68;785;31511;4077;
68;996;13030;1792;
68;1049;12627;1891;
68;1150;30616;3937;
68;1855;21382;2081;
69;7;5914;594;
69;10;5160;583;
69;20;6233;781;
69;25;4311;454;
69;27;4985;678;
69;36;10133;1583;
69;52;3407;514;
69;54;4970;659;
69;56;4898;797;
69;58;6983;1035;
69;65;3181;433;
69;69;0;0;
69;70;803;189;
69;71;730;198;
69;75;1485;390;
69;82;2429;674;
69;88;1776;359;
69;122;11325;1605;
69;204;11252;1505;
69;247;8365;1093;
69;252;10365;1551;
69;269;13872;2023;
69;286;11623;1496;
69;289;13331;1574;
69;290;11063;1309;
69;298;13988;1606;
69;330;14173;1777;
69;376;18840;2236;
69;386;17416;2144;
69;406;21830;2740;
69;452;18201;2192;
69;522;19436;2363;
69;527;20592;2604;
69;547;22381;3076;
69;560;24191;3295;
69;593;21455;2801;
69;627;24159;2909;
69;628;24547;2966;
69;636;22092;2906;
69;655;23701;3207;
69;663;25290;3130;
69;667;27510;3528;
69;681;26306;3555;
69;701;29567;4055;
69;724;28342;3618;
69;728;26944;3285;
69;743;33648;4110;
69;773;32193;3894;
69;839;4745;818;
69;908;32692;3339;
69;911;40089;2535;
69;1001;36458;4342;
69;1150;31549;3979;
69;1152;31491;4376;
69;1156;12854;1175;
69;1530;32538;3701;
70;45;5704;920;
70;54;5225;786;
70;55;6110;903;
70;69;786;169;
70;83;3447;893;
70;96;6219;974;
70;140;4818;813;
70;201;14037;1925;
70;469;20906;2721;
70;509;19788;2417;
70;545;24153;3510;
70;939;33297;4002;
70;979;22784;3057;
71;10;6003;790;
71;20;7077;987;
71;23;6396;897;
71;53;3772;588;
71;60;4051;734;
71;69;844;206;
71;71;0;0;
71;75;1197;324;
71;81;3208;663;
71;83;3905;744;
71;86;2742;547;
71;87;4232;760;
71;88;1496;360;
71;99;7425;1164;
71;135;6834;1218;
71;136;7569;1233;
71;146;2722;576;
71;147;4347;732;
71;153;4027;737;
71;155;4751;874;
71;167;6157;896;
71;217;9613;1232;
71;229;9937;1428;
71;236;9124;1300;
71;240;9011;1322;
71;245;8821;1284;
71;256;8714;1197;
71;261;7230;1217;
71;269;13124;2003;
71;275;10558;1700;
71;301;11674;1581;
71;328;14985;1949;
71;344;14108;1764;
71;419;18255;2254;
71;434;16609;1971;
71;447;19351;2443;
71;521;20225;2536;
71;622;26339;3450;
71;632;24291;3002;
71;651;25250;3533;
71;658;25676;3183;
71;751;34225;4144;
71;772;29476;3924;
71;785;33285;4150;
71;1012;8474;1113;
71;1014;7675;920;
71;1043;12443;1561;
71;1070;13524;1761;
71;1150;31798;4086;
72;10;6066;818;
72;28;7055;941;
72;48;4476;745;
72;60;1274;263;
72;67;5219;878;
72;88;3503;724;
72;115;13014;2161;
72;138;7602;1211;
72;147;6445;957;
72;161;16597;2575;
72;196;17500;2435;
72;208;12018;1691;
72;664;28005;3645;
72;838;5244;969;
72;854;2716;472;
72;996;16035;2252;
72;997;16576;2161;
72;1024;13693;1407;
72;1150;33621;4398;
72;1152;33563;4795;
73;10;6036;802;
73;13;6852;1073;
73;56;3912;703;
73;58;4493;806;
73;67;5189;862;
73;86;3514;586;
73;87;4738;890;
73;89;3969;737;
73;310;22240;2856;
73;350;17759;2119;
73;396;20101;2546;
73;411;21374;2862;
73;413;21797;2940;
73;517;21858;2899;
73;545;24914;3683;
73;560;25668;3624;
73;681;27783;3883;
73;774;30794;3865;
73;948;22693;3017;
73;1150;33026;4307;
74;56;4019;715;
74;557;25658;3543;
74;563;26046;3651;
74;627;25528;3217;
74;1034;20852;2704;
74;1152;32859;4684;
75;13;7191;1232;
75;14;6524;1088;
75;24;6627;944;
75;25;5910;891;
75;37;11952;1947;
75;45;7048;1229;
75;54;4689;929;
75;57;4729;901;
75;58;4832;965;
75;60;3056;682;
75;67;5391;1043;
75;69;1481;438;
75;71;1197;349;
75;75;0;0;
75;83;2055;583;
75;87;3876;756;
75;88;2726;679;
75;139;8043;1209;
75;140;5597;994;
75;141;5934;992;
75;147;3991;728;
75;150;6133;1247;
75;154;4075;936;
75;161;14622;2448;
75;192;15256;2337;
75;220;11245;1452;
75;259;6852;1239;
75;301;12920;1810;
75;307;17175;2323;
75;326;18992;2506;
75;401;21791;2983;
75;501;20748;2828;
75;534;22863;3129;
75;607;24573;3371;
75;626;27146;3494;
75;656;25976;3683;
75;672;27040;3480;
75;681;27802;3891;
75;849;5952;1299;
75;852;4100;744;
75;979;23564;3238;
75;1070;14280;1992;
76;21;7196;1148;
76;23;7717;1087;
76;54;7135;1078;
76;55;6898;1077;
76;59;5668;1044;
76;76;0;0;
76;82;2708;608;
76;87;4136;752;
76;88;2833;639;
76;89;3348;647;
76;92;4614;928;
76;112;11139;1852;
76;118;13392;2306;
76;123;11632;1696;
76;141;5295;895;
76;153;3930;729;
76;155;4654;865;
76;164;7844;1060;
76;172;7617;1194;
76;275;11164;1832;
76;307;16536;2226;
76;310;21619;2767;
76;331;14674;1877;
76;351;16773;2083;
76;407;23094;3066;
76;509;19928;2502;
76;538;20472;2621;
76;540;21739;2777;
76;543;25072;3171;
76;560;25047;3534;
76;658;26282;3315;
76;689;26896;3890;
76;717;28558;3722;
76;759;36496;4359;
76;794;24175;1973;
76;905;34167;3882;
76;973;25344;3635;
76;981;22554;2968;
76;997;15360;1981;
76;1001;37314;4581;
76;1156;15018;1572;
77;7;7673;1015;
77;12;5839;943;
77;13;6140;985;
77;26;5347;768;
77;47;5006;894;
77;59;2166;450;
77;72;1893;397;
77;73;1268;334;
77;75;2159;594;
77;77;0;0;
77;86;2780;476;
77;154;4622;866;
77;155;4492;794;
77;160;14638;2284;
77;161;15169;2378;
77;198;16687;2592;
77;322;17312;2398;
77;410;23326;3088;
77;501;21511;2944;
77;530;26883;3723;
77;542;25600;3336;
77;626;26948;3697;
77;701;31825;4506;
77;736;30513;4180;
77;745;34508;4445;
77;996;17900;2497;
77;1511;34147;4241;
79;9;8523;1212;
79;13;6026;947;
79;54;3190;529;
79;83;2632;609;
79;88;4780;894;
79;138;8229;1261;
79;194;20176;2861;
79;195;19934;2794;
79;396;21861;2741;
79;530;26183;3583;
79;752;33057;4198;
79;997;16062;2053;
79;1950;63400;7416;
81;14;6409;867;
81;71;2097;595;
81;83;2285;625;
81;88;4086;890;
81;174;10268;1487;
81;301;13534;1963;
81;401;22404;3137;
81;543;25426;3259;
81;795;22628;3811;
81;963;26925;3481;
82;23;8455;1191;
82;37;12050;1955;
82;50;5371;870;
82;57;4176;709;
82;58;4279;773;
82;66;5822;1045;
82;76;1651;442;
82;82;0;0;
82;83;1502;391;
82;86;1458;256;
82;87;4119;685;
82;94;5278;1051;
82;138;7124;1135;
82;147;3696;541;
82;150;6376;1177;
82;153;2447;437;
82;155;3171;574;
82;160;13316;2064;
82;168;8592;1150;
82;172;8354;1298;
82;191;14721;2290;
82;195;18292;2612;
82;242;7629;1349;
82;245;7391;1210;
82;255;9216;1558;
82;279;11501;2060;
82;290;12000;1540;
82;299;16315;2040;
82;310;22357;2871;
82;314;18666;2549;
82;346;13160;1775;
82;501;20189;2724;
82;685;29656;4352;
82;748;31211;4355;
82;749;31825;4401;
82;751;35570;4379;
82;836;7790;1255;
82;849;7692;1113;
82;907;23189;2381;
82;913;35948;2878;
82;981;22635;2960;
82;990;19593;2440;
82;992;13613;2046;
82;997;15441;1973;
82;1066;11976;1985;
82;1070;15583;2055;
82;1155;13881;1688;
83;12;5808;896;
83;16;5098;787;
83;26;6223;908;
83;52;4951;948;
83;54;4335;727;
83;55;4063;630;
83;56;3777;604;
83;59;2833;597;
83;60;1974;388;
83;62;3112;614;
83;63;4231;759;
83;70;3113;633;
83;71;3573;730;
83;75;2445;622;
83;79;1313;256;
83;81;1591;297;
83;82;1845;389;
83;83;0;0;
83;86;2763;464;
83;87;5424;894;
83;88;5232;1050;
83;103;11529;1830;
83;146;6308;1045;
83;147;5001;749;
83;150;7681;1385;
83;155;4476;782;
83;156;5671;974;
83;187;16061;2389;
83;246;9245;1538;
83;255;10521;1766;
83;256;8447;1440;
83;257;8095;1337;
83;258;7541;1290;
83;261;6955;1125;
83;324;19936;2601;
83;344;16101;2096;
83;353;17564;2337;
83;463;21645;2860;
83;656;26723;3787;
83;746;33743;4766;
83;795;23659;3924;
83;854;2403;402;
83;1043;14235;1915;
83;1152;32364;4845;
83;1827;38306;4133;
85;50;6346;923;
85;253;8994;1583;
85;521;22092;2862;
85;913;35292;2988;
86;10;8267;1217;
86;17;6503;906;
86;20;5451;743;
86;28;8951;1202;
86;45;8656;1331;
86;50;6159;909;
86;52;5738;967;
86;53;5396;877;
86;58;5208;825;
86;71;3012;584;
86;73;3602;628;
86;77;3188;494;
86;82;1801;359;
86;83;2431;443;
86;86;0;0;
86;87;2756;494;
86;91;4623;888;
86;92;6108;954;
86;99;10021;1424;
86;109;11765;1720;
86;139;7056;1038;
86;146;3640;646;
86;153;1479;295;
86;154;2332;505;
86;160;12348;1922;
86;165;5665;803;
86;178;8076;1315;
86;192;15013;2255;
86;200;12702;1981;
86;220;9324;1156;
86;244;7413;1167;
86;245;6423;1068;
86;250;7794;1147;
86;255;8248;1416;
86;259;4921;849;
86;276;9473;1622;
86;290;10637;1349;
86;299;14952;1849;
86;307;16932;2240;
86;322;14628;1987;
86;346;12192;1633;
86;349;13024;1729;
86;351;13071;1778;
86;355;15115;1865;
86;364;14649;1744;
86;366;14165;1690;
86;386;18338;2262;
86;410;20642;2677;
86;469;19583;2601;
86;510;19032;2425;
86;517;21558;2660;
86;519;20966;2668;
86;578;19505;2433;
86;620;24340;3133;
86;626;24263;3286;
86;693;27095;3915;
86;715;25915;3657;
86;745;31824;4034;
86;781;33156;4206;
86;836;9042;1280;
86;838;6425;1173;
86;840;10390;1458;
86;847;7128;1203;
86;850;4374;858;
86;852;2980;482;
86;906;16936;2428;
86;908;35800;3972;
86;911;43197;3168;
86;948;22469;2941;
86;951;19830;2618;
86;956;8855;1251;
86;996;15216;2086;
86;997;14078;1781;
86;1018;17965;1907;
86;1024;15894;1806;
86;1048;13796;2021;
86;1070;15788;2188;
86;1076;22458;2802;
86;1150;29754;4048;
86;1156;13167;1597;
86;1716;36185;4290;
86;1930;41022;3497;
86;1940;50970;5257;
87;4;13303;1552;
87;7;9707;1184;
87;14;10527;1558;
87;23;9345;1280;
87;25;8103;1043;
87;26;7380;938;
87;27;8780;1309;
87;35;16713;2544;
87;45;8972;1396;
87;53;6724;1013;
87;54;8765;1290;
87;56;8299;1297;
87;59;7680;1226;
87;60;7232;1083;
87;63;5391;831;
87;65;6976;1064;
87;71;3439;705;
87;73;5070;943;
87;75;4519;898;
87;76;4577;883;
87;82;5027;924;
87;83;6059;1053;
87;86;4147;760;
87;87;0;0;
87;88;2915;598;
87;89;3782;779;
87;92;4938;867;
87;93;5851;1018;
87;94;6108;1016;
87;95;4868;898;
87;100;7933;1392;
87;101;7553;1320;
87;113;12227;1999;
87;120;9936;1818;
87;121;9063;1636;
87;134;5450;958;
87;137;6463;1059;
87;138;5075;904;
87;141;3985;768;
87;146;2229;631;
87;147;3361;656;
87;148;2574;710;
87;150;3829;894;
87;151;5193;1163;
87;153;3595;674;
87;154;4037;849;
87;155;4733;903;
87;159;12615;2163;
87;160;13894;2413;
87;161;14425;2507;
87;163;7509;1089;
87;164;6533;959;
87;167;5445;960;
87;220;8180;1315;
87;225;8256;1330;
87;229;9233;1459;
87;242;7805;1190;
87;244;8959;1658;
87;245;8117;1315;
87;247;7911;1232;
87;248;8589;1683;
87;258;4953;1087;
87;259;4295;1026;
87;261;4849;1176;
87;263;7222;1437;
87;279;12477;1890;
87;287;11039;1718;
87;298;12418;1805;
87;302;14087;1960;
87;304;16657;2115;
87;322;13458;1900;
87;323;16458;2106;
87;327;12530;1928;
87;336;10960;1595;
87;342;12920;2020;
87;344;12288;1856;
87;363;13993;1885;
87;369;14982;2120;
87;384;15673;2251;
87;386;17498;2311;
87;397;17248;2274;
87;405;22141;2975;
87;439;15395;2170;
87;446;16347;2349;
87;456;15136;2204;
87;504;16538;2430;
87;517;20463;2737;
87;524;20081;2738;
87;542;22115;2960;
87;575;19967;2938;
87;607;21508;3234;
87;670;26119;3453;
87;691;24667;3871;
87;737;29917;3616;
87;761;36637;4459;
87;768;25461;3760;
87;769;28440;3694;
87;835;16114;2340;
87;838;7326;1181;
87;849;4887;1042;
87;852;1810;395;
87;855;10641;1457;
87;905;33393;3809;
87;908;36485;3928;
87;913;36839;2967;
87;915;38944;4833;
87;935;23052;2301;
87;939;32663;4014;
87;944;24106;3448;
87;948;21299;2855;
87;951;18660;2532;
87;990;18081;2263;
87;997;12934;1940;
87;1024;16579;1762;
87;1035;19119;2518;
87;1043;15393;1944;
87;1844;30016;2808;
87;1914;27605;2733;
87;1919;28693;2590;
87;1940;49800;5170;
88;13;9411;1251;
88;25;5715;627;
88;28;7553;902;
88;34;11899;1643;
88;49;6116;772;
88;54;6374;855;
88;60;5599;754;
88;61;4884;746;
88;67;4222;763;
88;69;1856;256;
88;70;2599;424;
88;71;2431;460;
88;72;3931;635;
88;75;2668;558;
88;76;2726;543;
88;79;5016;787;
88;81;3979;739;
88;83;4676;820;
88;87;5003;836;
88;88;0;0;
88;89;2818;463;
88;90;2399;540;
88;91;3086;679;
88;92;4571;745;
88;94;4010;763;
88;95;4501;776;
88;96;4474;775;
88;102;5748;899;
88;106;8663;1431;
88;127;7208;1196;
88;131;8080;1145;
88;134;5083;836;
88;138;4708;782;
88;139;5519;829;
88;140;3280;648;
88;141;3618;646;
88;145;2600;496;
88;146;1881;378;
88;147;3832;733;
88;148;4149;914;
88;152;5363;983;
88;153;4066;752;
88;154;4508;926;
88;155;5521;950;
88;160;13802;2292;
88;161;14333;2386;
88;163;7143;967;
88;164;6166;837;
88;167;5079;838;
88;171;5622;1030;
88;176;9299;1469;
88;181;8716;1242;
88;203;9929;1443;
88;220;8282;1203;
88;230;8301;1250;
88;231;7970;1172;
88;234;7640;1078;
88;242;7438;1068;
88;244;8867;1537;
88;245;7750;1193;
88;257;6781;972;
88;258;5056;974;
88;271;13156;1979;
88;275;9487;1609;
88;282;9674;1422;
88;286;10156;1582;
88;290;9595;1395;
88;297;10611;1565;
88;298;12521;1692;
88;299;12529;1904;
88;304;16290;1993;
88;310;20479;2572;
88;317;16237;2033;
88;318;14112;1992;
88;322;13091;1778;
88;324;15731;1992;
88;336;11063;1483;
88;352;13857;1805;
88;353;15409;1999;
88;355;14073;1911;
88;357;13146;1730;
88;361;15183;1934;
88;363;14095;1773;
88;371;14153;1830;
88;386;17131;2189;
88;443;15764;2095;
88;454;14486;2004;
88;455;16153;2164;
88;456;15239;2091;
88;457;16551;2297;
88;460;16621;2394;
88;462;18224;2612;
88;468;19136;2684;
88;510;17990;2471;
88;535;21880;3138;
88;621;23758;3255;
88;622;24622;3429;
88;637;20660;2934;
88;650;22674;3363;
88;670;25752;3331;
88;699;24043;3583;
88;727;27317;3457;
88;818;50146;3905;
88;821;86845;7275;
88;838;4420;767;
88;847;8109;1267;
88;849;3881;781;
88;850;4010;813;
88;852;2281;473;
88;853;3249;607;
88;854;6105;933;
88;906;15538;2128;
88;908;34096;3512;
88;912;34709;2395;
88;926;16857;2442;
88;932;30160;3978;
88;951;18293;2410;
88;955;14513;1927;
88;956;8055;906;
88;991;11660;1566;
88;992;14267;1856;
88;997;13036;1828;
88;1018;16262;1447;
88;1021;11416;1278;
88;1026;6334;916;
88;1028;7424;1163;
88;1043;13004;1528;
88;1045;14125;1749;
88;1047;18016;1841;
88;1049;13276;1977;
88;1070;14085;1728;
88;1143;12724;1661;
88;1150;31264;4023;
88;1155;14251;1352;
88;1601;24576;3003;
88;1921;33358;2708;
89;4;11497;1297;
89;7;7900;929;
89;10;7146;918;
89;25;6297;789;
89;26;5574;683;
89;36;10003;1524;
89;43;6480;1012;
89;45;7167;1056;
89;50;4939;727;
89;55;7842;1133;
89;57;8208;1308;
89;58;8310;1371;
89;61;5467;908;
89;62;3871;670;
89;63;3583;556;
89;66;5391;901;
89;67;3898;942;
89;73;4077;774;
89;76;3584;713;
89;87;4691;945;
89;88;2395;471;
89;89;0;0;
89;90;1713;388;
89;91;959;319;
89;92;1833;392;
89;93;2898;548;
89;94;2828;601;
89;95;2382;532;
89;99;7046;997;
89;117;11734;1878;
89;120;8131;1478;
89;134;3645;617;
89;138;3741;569;
89;140;2313;435;
89;141;2650;433;
89;144;4754;660;
89;146;2685;488;
89;147;4701;795;
89;148;4734;859;
89;155;6073;1043;
89;161;13842;2194;
89;164;5198;625;
89;167;4111;625;
89;190;11374;1858;
89;192;12038;1828;
89;207;7799;1052;
89;220;7953;953;
89;222;6585;819;
89;235;6885;964;
89;241;5877;698;
89;245;6783;980;
89;247;6576;897;
89;258;6021;752;
89;298;12191;1443;
89;299;11002;1660;
89;319;11938;1647;
89;322;11652;1560;
89;336;10734;1233;
89;350;14485;1627;
89;354;14422;1691;
89;376;17042;2072;
89;401;18572;2474;
89;426;17391;2083;
89;462;17895;2362;
89;463;17606;2257;
89;477;15474;1986;
89;500;18756;2395;
89;501;17455;2329;
89;542;20309;2619;
89;552;21423;3018;
89;611;20602;2725;
89;615;18407;2282;
89;638;21038;2786;
89;675;23824;2943;
89;689;24243;3487;
89;694;26494;3702;
89;701;27770;3891;
89;709;24499;2972;
89;725;26333;3386;
89;728;25221;3111;
89;743;31925;3936;
89;745;31896;3790;
89;750;33076;4024;
89;751;32253;3862;
89;752;31145;3683;
89;761;34832;4118;
89;765;26717;3419;
89;784;30362;3859;
89;836;6066;853;
89;839;4615;759;
89;846;8891;1070;
89;849;4301;606;
89;852;3150;535;
89;907;22273;2216;
89;908;34679;3674;
89;913;35033;2713;
89;953;14394;1828;
89;963;22896;2869;
89;979;20271;2738;
89;981;19901;2565;
89;982;18143;2372;
89;1001;34735;4168;
89;1008;13042;1514;
89;1017;15435;1685;
89;1048;10820;1593;
89;1150;29826;3805;
89;1152;29767;4202;
89;1827;32663;3306;
89;1903;31968;2616;
90;45;6219;1026;
90;88;1959;352;
90;89;1685;328;
90;92;1504;365;
90;93;2569;522;
90;194;15242;2290;
90;298;13181;1526;
90;300;10293;1628;
91;7;8603;1118;
91;41;7574;1157;
91;45;6943;1097;
91;56;7587;1343;
91;64;5900;965;
91;86;5073;981;
91;88;3321;607;
91;89;1070;324;
91;91;0;0;
91;92;2909;568;
91;93;3822;719;
91;94;4079;717;
91;97;5795;998;
91;110;8541;1368;
91;114;10367;1689;
91;133;3284;645;
91;140;2275;504;
91;147;4937;919;
91;155;6309;1166;
91;167;4347;748;
91;168;5445;734;
91;178;4877;929;
91;183;8140;1308;
91;247;6812;1020;
91;258;6257;875;
91;298;12427;1566;
91;452;16639;2152;
91;529;19465;2709;
91;551;20601;2952;
91;781;32020;4126;
91;784;30598;3982;
91;795;22583;3874;
91;848;8126;1365;
92;7;8902;1112;
92;9;8778;1235;
92;11;8428;1143;
92;28;6935;1000;
92;46;4912;769;
92;51;5444;860;
92;54;7958;1199;
92;67;4217;932;
92;76;4586;896;
92;86;5372;975;
92;87;5789;1084;
92;88;4183;622;
92;89;2106;471;
92;90;2445;467;
92;91;2348;562;
92;92;0;0;
92;93;1794;382;
92;94;1756;403;
92;95;812;247;
92;96;1820;426;
92;97;3830;667;
92;99;4857;708;
92;127;4555;847;
92;132;2977;553;
92;134;3298;609;
92;135;4090;719;
92;136;4075;685;
92;139;4266;639;
92;145;4941;814;
92;146;3782;627;
92;147;5799;935;
92;167;5882;896;
92;170;6893;1161;
92;175;7791;1104;
92;178;4635;805;
92;183;7149;1135;
92;200;8512;1423;
92;220;9724;1224;
92;242;8228;1159;
92;247;8334;1201;
92;258;7779;1056;
92;275;10277;1701;
92;276;11750;1965;
92;289;13306;1682;
92;295;9958;1502;
92;336;12505;1504;
92;354;16194;1962;
92;363;15537;1794;
92;435;17075;2024;
92;454;15928;2025;
92;477;17246;2256;
92;505;18211;2289;
92;561;22943;3473;
92;563;21740;3039;
92;663;22352;2826;
92;781;30052;3937;
92;791;32535;3941;
92;836;3878;564;
92;837;3227;539;
92;838;3331;552;
92;840;5226;742;
92;845;14233;2023;
92;847;8900;1358;
92;849;6073;877;
92;855;6920;1007;
92;932;28098;3663;
92;992;15709;1877;
92;1014;9819;1232;
92;1025;3291;592;
92;1034;16546;2091;
92;1049;10623;1628;
92;1144;10420;1446;
93;7;8385;915;
93;9;9425;1089;
93;10;7631;904;
93;21;8640;1144;
93;30;5292;888;
93;37;8517;1386;
93;41;5988;950;
93;43;4205;807;
93;45;4892;790;
93;50;5424;712;
93;52;5879;856;
93;53;5400;724;
93;64;5683;762;
93;67;3505;796;
93;87;6346;991;
93;89;2606;433;
93;90;1101;215;
93;91;3590;681;
93;92;2258;453;
93;93;0;0;
93;94;1718;454;
93;95;2189;502;
93;96;3426;589;
93;99;5237;831;
93;101;3964;844;
93;108;5871;1019;
93;115;9004;1516;
93;133;3670;727;
93;134;4675;864;
93;139;5644;894;
93;143;4894;663;
93;167;6022;813;
93;195;14759;2044;
93;214;11021;1407;
93;220;9864;1141;
93;246;8565;1153;
93;255;10116;1487;
93;269;13986;2048;
93;276;11895;1882;
93;295;12088;1450;
93;355;15655;1849;
93;361;16765;1873;
93;433;16388;1875;
93;692;26828;3781;
93;836;4257;687;
93;838;2128;458;
93;839;2806;593;
93;953;14179;1777;
93;1025;3568;662;
93;1070;15152;1874;
93;1150;29610;3753;
93;1932;43176;3373;
94;7;8881;981;
94;24;7995;893;
94;26;6555;735;
94;27;7953;1087;
94;36;7857;1261;
94;41;5651;853;
94;44;1770;396;
94;46;3576;606;
94;48;3628;705;
94;49;6032;951;
94;54;7937;1068;
94;62;4851;721;
94;63;4563;608;
94;75;4507;780;
94;82;5414;914;
94;87;6842;1058;
94;88;3376;523;
94;89;3102;499;
94;91;3194;695;
94;92;1496;338;
94;93;947;196;
94;94;0;0;
94;95;1470;347;
94;96;2479;526;
94;99;4900;735;
94;106;5061;916;
94;114;8444;1385;
94;115;8667;1419;
94;131;6291;826;
94;136;4733;786;
94;138;4738;758;
94;144;6223;1039;
94;146;4441;728;
94;159;14431;2136;
94;160;15709;2387;
94;167;6518;879;
94;176;7971;1113;
94;220;10360;1207;
94;242;8870;1142;
94;246;9061;1220;
94;253;10815;1690;
94;257;8213;1047;
94;259;8966;1158;
94;266;15993;2297;
94;272;14177;2042;
94;276;12391;1948;
94;313;15399;2052;
94;320;11219;1428;
94;345;14933;1869;
94;354;16829;1946;
94;396;16551;1942;
94;421;16460;1923;
94;434;16970;1954;
94;440;17782;2121;
94;455;18230;2169;
94;502;18991;2312;
94;505;18847;2273;
94;632;21968;2619;
94;660;22912;2758;
94;665;24440;3078;
94;667;25436;3253;
94;752;30794;3582;
94;795;24747;4038;
94;836;3920;590;
94;838;1993;408;
94;839;2469;496;
94;841;8593;1197;
94;846;11298;1324;
94;849;6708;861;
94;853;3568;599;
94;934;24157;2204;
94;955;12724;1607;
94;963;22545;2768;
94;989;17955;2331;
94;996;11889;1558;
94;1006;21084;2858;
94;1025;3433;612;
94;1147;19180;2537;
94;1159;20982;2795;
94;1500;30635;3229;
94;1915;12786;1915;
95;7;10657;1152;
95;10;9903;1141;
95;36;7638;1175;
95;43;4115;664;
95;47;5762;918;
95;55;10600;1375;
95;56;9643;1397;
95;59;9571;1367;
95;82;7147;1147;
95;87;5472;1028;
95;88;3866;566;
95;89;2656;629;
95;92;812;260;
95;93;1725;417;
95;94;1938;327;
95;95;0;0;
95;96;1503;370;
95;101;3502;697;
95;103;4354;816;
95;105;5318;927;
95;108;5315;837;
95;115;8448;1333;
95;118;10040;1659;
95;122;5925;1201;
95;133;1976;416;
95;134;2981;552;
95;136;3758;629;
95;137;3126;532;
95;138;3763;602;
95;139;3949;583;
95;140;2205;410;
95;141;3185;518;
95;145;4624;758;
95;147;5482;878;
95;198;9496;1567;
95;244;9569;1462;
95;251;10649;1684;
95;255;9668;1480;
95;279;13705;1742;
95;284;14130;2185;
95;290;10720;1360;
95;292;9353;1461;
95;307;12425;1626;
95;320;10038;1342;
95;323;13121;1578;
95;324;12761;1587;
95;352;14982;1770;
95;377;18279;2191;
95;396;15370;1856;
95;420;14805;1762;
95;664;22679;2864;
95;694;27949;3916;
95;768;23185;3277;
95;779;26188;3395;
95;781;29735;3881;
95;850;6034;1075;
95;926;15254;2344;
95;960;17174;1826;
95;995;14482;1783;
95;1003;21583;2981;
95;1028;4602;700;
95;1142;8469;1280;
95;1147;17999;2451;
95;1150;28294;3618;
96;20;10549;1411;
96;33;7129;1020;
96;36;8006;1193;
96;43;4483;682;
96;50;5284;872;
96;59;9679;1420;
96;88;4256;666;
96;92;2389;437;
96;93;2833;440;
96;94;1944;278;
96;95;2152;379;
96;99;5048;667;
96;114;8593;1317;
96;137;2809;429;
96;139;2594;494;
96;140;2595;511;
96;155;7244;1226;
96;172;3605;618;
96;185;6677;1033;
96;200;7184;1216;
96;204;6985;993;
96;216;6838;937;
96;218;7306;1098;
96;245;7656;1348;
96;283;8818;1248;
96;301;7159;963;
96;323;12110;1428;
96;405;17793;2297;
96;622;21232;2907;
96;654;22170;3256;
96;655;21901;3251;
96;667;23244;3017;
96;699;23710;3541;
96;836;4069;522;
96;913;37900;3008;
96;1028;4970;718;
97;58;12780;1953;
97;91;5638;1090;
97;92;3992;724;
97;134;5176;844;
97;139;5106;888;
97;161;18709;2924;
97;164;10066;1355;
97;245;11651;1710;
97;530;20414;2757;
97;627;21627;2607;
97;1159;20523;2769;
98;13;15215;2225;
98;101;2789;677;
98;302;12420;1670;
99;17;14231;1920;
99;28;9016;1219;
99;37;10579;1549;
99;40;8711;1200;
99;41;8050;1112;
99;52;10512;1493;
99;53;10033;1361;
99;54;11536;1616;
99;56;12002;1777;
99;71;7543;1172;
99;86;9488;1415;
99;89;6045;1039;
99;91;6286;1130;
99;93;5083;767;
99;94;4195;606;
99;96;3827;563;
99;99;0;0;
99;101;4400;840;
99;103;7169;1096;
